Recipients,Year,Award Type,State,Field,WikiLink,Born,Birth Date,Place of Birth,Died,Death Date,Place of Death,Nationality,Spouse,Alma mater,Institutions,Other Awards including Padma,Awarded By,Occupation,Election Year,Posthumus
Om Prakash Mathur,1959,PadmaShri,West Bengal,Science & Engineering,https://en.wikipedia.org/wiki/Om_Prakash_Mathur,"(1952-01-02)2 January 1952(age 69)
Falna,Rajasthan,India",(1952-01-02)2 January 1952(age 69),"Falna,Rajasthan,India",,n/a,n/a,,,,,,Rajendra Prasad,,No,No
Pratapri Girdhari Lal Mehta,1959,PadmaShri,Maharashtra,Public Affairs,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Rajendra Prasad,URL not available,No,No
Onkar Srinivasa Murthy,1959,PadmaShri,Tamil Nadu,Civil Service,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Rajendra Prasad,URL not available,No,No
Balwant Singh Nag,1959,PadmaShri,Punjab,Civil Service,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Rajendra Prasad,URL not available,No,No
Parameswaran Kuttapp Panikkar,1959,PadmaShri,Kerala,Civil Service,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Rajendra Prasad,URL not available,No,No
Shivaji Ganesh Patwardhan,1959,PadmaShri,Maharashtra,Medicine,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Rajendra Prasad,URL not available,No,No
Atma Ram,1959,PadmaShri,West Bengal,Trade & Industry,https://en.wikipedia.org/wiki/Atma_Ram_(scientist),(1908-10-12)12 October 1908,(1908-10-12)12 October 1908,n/a,"6 February 1983(1983-02-06)(aged 74)
Delhi,India",6 February 1983(1983-02-06)(aged 74),"Delhi,India",Indian,,,"Central Glass and Ceramic Research Institute
Council of Scientific and Industrial Research",Padma Shri(1959),Rajendra Prasad,,No,No
Mihir Sen,1959,PadmaShri,West Bengal,Sports,https://en.wikipedia.org/wiki/Mihir_Sen,"(1930-11-16)16 November 1930
Purulia,Manbhum,Bengal Presidency, British India",(1930-11-16)16 November 1930,"Purulia,Manbhum,Bengal Presidency, British India","11 June 1997(1997-06-11)(aged 66)
Calcutta,West Bengal, India",11 June 1997(1997-06-11)(aged 66),"Calcutta,West Bengal, India",,Bella Weingarten Sen,,,"Padma Shriin 1959
Padma Bhushanin 1967
Blitz Nehru Trophy in 1967",Rajendra Prasad,"Barrister, Businessman",No,No
Homi Sethna,1959,PadmaShri,Maharashtra,Science & Engineering,https://en.wikipedia.org/wiki/Homi_Sethna,"(1923-08-24)24 August 1923
Mumbai,Bombay Presidency,British India",(1923-08-24)24 August 1923,"Mumbai,Bombay Presidency,British India","5 September 2010(2010-09-05)(aged 87)
Mumbai, India",5 September 2010(2010-09-05)(aged 87),"Mumbai, India",Indian,,,Atomic Energy Commission of India,"Padma Shri(1959)
Padma Bhushan(1966)
Padma Vibhushan(1975)",Rajendra Prasad,,No,No
Milkha Singh,1959,PadmaShri,Chandigarh,Sports,https://en.wikipedia.org/wiki/Milkha_Singh,"(1929-11-20)20 November 1929
Govindpura,Punjab,British India
(present-dayPunjab,Pakistan)",(1929-11-20)20 November 1929,"Govindpura,Punjab,British India
(present-dayPunjab,Pakistan)","18 June 2021(2021-06-18)(aged 91)
Chandigarh,India",18 June 2021(2021-06-18)(aged 91),"Chandigarh,India",Indian,Nirmal Saini​​(m.1963; died 2021)​,,,Padma Shri,Rajendra Prasad,Athlete,No,No
Badri Nath Uppal,1959,PadmaShri,Chandigarh,Science & Engineering,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Rajendra Prasad,URL not available,No,No
Rustomji Marwanji Alpaiwala,1960,PadmaShri,Maharashtra,Public Affairs,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Rajendra Prasad,URL not available,No,No
Nanabhai Bhatt,1960,PadmaShri,Maharashtra,Social Work,https://en.wikipedia.org/wiki/Nanabhai_Bhatt_(Lokbharti),"11 November 1882
Bhavnagar,Gujarat,India",11 November 1882,"Bhavnagar,Gujarat,India","31 December 1961
(age 79)
Bhavnagar,Gujarat,India",31 December 1961,"(age 79)
Bhavnagar,Gujarat,India",,,,,,Rajendra Prasad,,No,No
Anil Kumar Das,1960,PadmaShri,West Bengal,Science & Engineering,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Rajendra Prasad,URL not available,No,No
Bina Das,1960,PadmaShri,West Bengal,Social Work,https://en.wikipedia.org/wiki/Bina_Das,"24 August 1911(1911-08-24)
Krishnanagar,Bengal Province,British India",24 August 1911(1911-08-24),"Krishnanagar,Bengal Province,British India","26 December 1986(1986-12-27)(aged 75)
Rishikesh, Uttarakhand, India",26 December 1986(1986-12-27)(aged 75),"Rishikesh, Uttarakhand, India",,,,,Padma Shri Award,Rajendra Prasad,,No,No
Kalpathy Ram Iyer Doraiswamy,1960,PadmaShri,Tamil Nadu,Medicine,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Rajendra Prasad,URL not available,No,No
Vijay Hazare,1960,PadmaShri,Gujarat,Sports,https://en.wikipedia.org/wiki/Vijay_Hazare,"(1915-03-11)11 March 1915
Sangli,Bombay Presidency,British India",(1915-03-11)11 March 1915,"Sangli,Bombay Presidency,British India","18 December 2004(2004-12-18)(aged 89)
Vadodara,Gujarat, India",18 December 2004(2004-12-18)(aged 89),"Vadodara,Gujarat, India",,,,,,Rajendra Prasad,,No,No
Bellary Shamanna Kesavan,1960,PadmaShri,Karnataka,Literature & Education,https://en.wikipedia.org/wiki/B._S._Kesavan,,n/a,n/a,,n/a,n/a,,,,,,Rajendra Prasad,,No,No
Adinath Lahiri,1960,PadmaShri,West Bengal,Trade & Industry,https://en.wikipedia.org/wiki/Adinath_Lahiri,"(1916-08-24)24 August 1916
Pabna, British India (nowBangladesh)",(1916-08-24)24 August 1916,"Pabna, British India (nowBangladesh)",26 August 1975(1975-08-26)(aged 59),26 August 1975(1975-08-26)(aged 59),n/a,,,,,"Padma Bhushan
Padma Shri
Imperial CollegeJudd Memorial Prize",Rajendra Prasad,"Geochemist
Fuel technologist",No,No
Artaballabha Mohanty,1960,PadmaShri,Odisha,Literature & Education,https://en.wikipedia.org/wiki/Artaballabha_Mohanty,"30 July 1887(1887-07-30)
Cuttack, Odisha, India",30 July 1887(1887-07-30),"Cuttack, Odisha, India",30 July 1969(1969-00-00)(aged 81–82),30 July 1969(1969-00-00)(aged 81–82),n/a,,,,,Padma Shri,Rajendra Prasad,,No,No
Dahyabhai Jivaji Naik,1960,PadmaShri,Gujarat,Social Work,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Rajendra Prasad,URL not available,No,No
Jasu Patel,1960,PadmaShri,Gujarat,Sports,https://en.wikipedia.org/wiki/Jasu_Patel,"(1924-11-26)26 November 1924
Ahmedabad,British India(presently inGujarat,india)",(1924-11-26)26 November 1924,"Ahmedabad,British India(presently inGujarat,india)","12 December 1992(1992-12-12)(aged 68)
Ahmedabad, Gujarat, India",12 December 1992(1992-12-12)(aged 68),"Ahmedabad, Gujarat, India",,,,,,Rajendra Prasad,,No,No
Nuthakki Bhanu Prasad,1960,PadmaShri,Andhra Pradesh,Civil Service,https://en.wikipedia.org/wiki/Nuthakki_Bhanu_Prasad,"21 February 1928
Vijayawada,Andhra Pradesh, India",21 February 1928,"Vijayawada,Andhra Pradesh, India","29 April 2013
Hyderabad, India",29 April 2013,"Hyderabad, India",,Pendyala Ananthalakshmi,,,"Padma Shri
Petrotech Lifetime Achievement Award",Rajendra Prasad,"Chemical engineer, bureaucrat,Industrialist",No,No
Ayyagiri Rao,1960,PadmaShri,Andhra Pradesh,Science & Engineering,https://en.wikipedia.org/wiki/A._S._Rao,"20 September 1914
Mogallu,West Godavari district",20 September 1914,"Mogallu,West Godavari district","31 October 2003
Hyderabad",31 October 2003,Hyderabad,Indian,,,,Padma BhushanAward,Rajendra Prasad,,No,No
Arati Saha,1960,PadmaShri,West Bengal,Sports,https://en.wikipedia.org/wiki/Arati_Saha,"(1940-09-24)24 September 1940
Kolkata,Bengal, British India",(1940-09-24)24 September 1940,"Kolkata,Bengal, British India","23 August 1994(1994-08-23)(aged 53)
Kolkata,West Bengal,India",23 August 1994(1994-08-23)(aged 53),"Kolkata,West Bengal,India",,Dr. Arun Gupta,,,,Rajendra Prasad,,No,No
H. Kusum Sayani,1960,PadmaShri,Maharashtra,Social Work,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Rajendra Prasad,URL not available,No,No
Har Krishna Lal Sethi,1960,PadmaShri,Delhi,Civil Service,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Rajendra Prasad,URL not available,No,No
Har Mander Singh,1960,PadmaShri,Punjab,Civil Service,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Rajendra Prasad,URL not available,No,No
Vaidyanatha Subrahmanyan,1960,PadmaShri,Karnataka,Civil Service,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Rajendra Prasad,URL not available,No,No
Vir Vati,1960,PadmaShri,Delhi,Arts,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Rajendra Prasad,URL not available,No,No
Sophia Wadia,1960,PadmaShri,Maharashtra,Social Work,https://en.wikipedia.org/wiki/Sophia_Wadia,"1901
Colombia",1901,Colombia,"27 April 1986
India",27 April 1986,India,,B. P. Wadia,,,Padma Shri,Rajendra Prasad,"Theosophist, literateur",No,No
Kartar Singh Dewana,1961,PadmaShri,Punjab,Science & Engineering,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Rajendra Prasad,URL not available,No,No
Vinayaka Krishna Gokak,1961,PadmaShri,Karnataka,Literature & Education,https://en.wikipedia.org/wiki/Vinayaka_Krishna_Gokak,"(1909-08-09)9 August 1909
Savanur State,Princely state,Deccan States Agency,British India(Savanurin present-dayHaveri districtofKarnataka)",(1909-08-09)9 August 1909,"Savanur State,Princely state,Deccan States Agency,British India(Savanurin present-dayHaveri districtofKarnataka)","28 April 1992(1992-04-28)(aged 82)
Bombay,Maharashtra, India",28 April 1992(1992-04-28)(aged 82),"Bombay,Maharashtra, India",Indian,Sharada Betadur,,,,Rajendra Prasad,"Professor, writer",No,No
Kattingeri Krishna Hebbar,1961,PadmaShri,Maharashtra,Arts,https://en.wikipedia.org/wiki/Kattingeri_Krishna_Hebbar,"Kattingeri Krishna Hebbar
15 June 1911
Kattingeri, nearUdupi,Karnataka,India",15 June 1911,n/a,26 March 1996(1996-03-27)(aged 84),26 March 1996(1996-03-27)(aged 84),n/a,Indian,,,,"Padma Bhushan
Padma Shri
Fellowship of the Lalit Kala Akademi",Rajendra Prasad,,No,No
Kamalabai Hospet,1961,PadmaShri,Maharashtra,Social Work,https://en.wikipedia.org/wiki/Kamalabai_Hospet,,n/a,n/a,,n/a,n/a,,,,,,Rajendra Prasad,,No,No
Marthhand Ramchandra Jamdar,1961,PadmaShri,Gujarat,Social Work,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Rajendra Prasad,URL not available,No,No
Vishnukant Jha,1961,PadmaShri,Bihar,Literature & Education,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Rajendra Prasad,URL not available,No,No
Jinvijay,1961,PadmaShri,Rajasthan,Literature & Education,https://en.wikipedia.org/wiki/Jinvijay,"Kishansinh Parmar
(1888-01-27)27 January 1888
Rupaheli,Mewad",(1888-01-27)27 January 1888,n/a,3 June 1976(1976-06-03)(aged 88),3 June 1976(1976-06-03)(aged 88),n/a,Indian,,,,,Rajendra Prasad,"Scholar oforientalism,archeology,indologyandJainism",No,No
Baibi Harparkash Kaur,1961,PadmaShri,Punjab,Social Work,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Rajendra Prasad,URL not available,No,No
Bismillah Khan,1961,PadmaShri,Uttar Pradesh,Arts,https://en.wikipedia.org/wiki/Bismillah_Khan,"(1916-03-21)21 March 1916
Dumraon,Shahabad district,Bihar and Orissa Province,British India",(1916-03-21)21 March 1916,"Dumraon,Shahabad district,Bihar and Orissa Province,British India","21 August 2006(2006-08-21)(aged 90)
Varanasi, Uttar Pradesh, India",21 August 2006(2006-08-21)(aged 90),"Varanasi, Uttar Pradesh, India",,,,,,Rajendra Prasad,,No,No
Agram Krishnamachar,1961,PadmaShri,Karnataka,Civil Service,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Rajendra Prasad,URL not available,No,No
Evengeline Lazarus,1961,PadmaShri,Karnataka,Literature & Education,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Rajendra Prasad,URL not available,No,No
Hilda Mary Lazarus,1961,PadmaShri,Andhra Pradesh,Medicine,https://en.wikipedia.org/wiki/Hilda_Mary_Lazarus,,n/a,n/a,,n/a,n/a,,,,,,Rajendra Prasad,,No,No
Bhagwat Sinha Mehta,1961,PadmaShri,Rajasthan,Civil Service,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Rajendra Prasad,URL not available,No,No
M. G. K. Menon,1961,PadmaShri,Delhi,Science & Engineering,https://en.wikipedia.org/wiki/M._G._K._Menon,"Mambillikalathil Govind Kumar Menon
(1928-08-28)28 August 1928
Manglore,India",(1928-08-28)28 August 1928,n/a,22 November 2016(2016-11-22)(aged 88),22 November 2016(2016-11-22)(aged 88),n/a,,,,"Tata Institute of Fundamental Research
Indian Space Research Organisation
Department of Science & Technology, Government of India",1996Abdus Salam Medal1985Padma Vibhushan1970FRS1968Padma Bhushan1960Shanti Swarup Bhatnagar Prize for Science and Technology,Rajendra Prasad,,No,No
Parshuram Mishra,1961,PadmaShri,Odisha,Literature & Education,https://en.wikipedia.org/wiki/Parshuram_Mishra,"(1894-01-25)25 January 1894[1]
Tulundi, Barpali,Odisha",(1894-01-25)25 January 1894[1],"Tulundi, Barpali,Odisha",4 August 1981(1981-08-04)(aged 87)[2],4 August 1981(1981-08-04)(aged 87)[2],n/a,,,,,Padma Shri,Rajendra Prasad,"Botanist, educationist",No,No
Premendra Mitra,1961,PadmaShri,West Bengal,Literature & Education,https://en.wikipedia.org/wiki/Premendra_Mitra,"(1904-09-04)4 September 1904
Varanasi,United Provinces,British India(now inUttar Pradesh,India)",(1904-09-04)4 September 1904,"Varanasi,United Provinces,British India(now inUttar Pradesh,India)","2 May 1988(1988-05-02)(aged 83)
Kolkata,West Bengal,India",2 May 1988(1988-05-02)(aged 83),"Kolkata,West Bengal,India",,Beena Mitra,,,"Rabindra Puraskar
Padma Shri",Rajendra Prasad,"Poet, writer, director",No,No
Sonam Narboo,1961,PadmaShri,Jammu & Kashmir,Civil Service,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Rajendra Prasad,URL not available,No,No
Veerangowda Patil,1961,PadmaShri,Karnataka,Social Work,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Rajendra Prasad,URL not available,No,No
Vithalrao Vikhe Patil,1961,PadmaShri,Maharashtra,Trade & Industry,https://en.wikipedia.org/wiki/Vithalrao_Vikhe_Patil,"Loni, Ahmednagar, Maharashtra, India",n/a,n/a,,n/a,n/a,,,,,Padma Shri,Rajendra Prasad,Industrialist,No,No
Mithuben Petit,1961,PadmaShri,Gujarat,Social Work,https://en.wikipedia.org/wiki/Mithuben_Petit,,n/a,n/a,,n/a,n/a,,,,,,Rajendra Prasad,,No,No
Raghunath Krishna Phadke,1961,PadmaShri,Madhya Pradesh,Arts,https://en.wikipedia.org/wiki/Raghunath_Krishna_Phadke,1884,1884,n/a,17 May 1972,17 May 1972,n/a,Indian,,,,,Rajendra Prasad,,No,No
Brahm Prakash,1961,PadmaShri,Punjab,Science & Engineering,https://en.wikipedia.org/wiki/Brahm_Prakash,,n/a,n/a,,n/a,n/a,,,,,,Rajendra Prasad,,No,No
Amal Shah,1961,PadmaShri,Bihar,Social Work,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Rajendra Prasad,URL not available,No,No
Gyan Singh,1961,PadmaShri,Uttar Pradesh,Sports,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Rajendra Prasad,URL not available,No,No
N. D. Sundaravadivelu,1961,PadmaShri,Tamil Nadu,Literature & Education,https://en.wikipedia.org/wiki/N._D._Sundaravadivelu,,n/a,n/a,,n/a,n/a,,,,,,Rajendra Prasad,,No,No
Man Mohan Suri,1961,PadmaShri,Punjab,Science & Engineering,https://en.wikipedia.org/wiki/Man_Mohan_Suri,"(1928-01-13)13 January 1928
Punjab, India",(1928-01-13)13 January 1928,"Punjab, India",25 July 1981(1981-07-25)(aged 53),25 July 1981(1981-07-25)(aged 53),n/a,Indian,,,Central Mechanical Engineering Research Institute,1961Padma Shri1962Shanti Swarup Bhatnagar Prize,Rajendra Prasad,,No,No
Vellore Ponnurangam Appadurai,1962,PadmaShri,Tamil Nadu,Civil Service,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Rajendra Prasad,URL not available,Yes,No
N. Ramaswami Ayyar,1962,PadmaShri,Tamil Nadu,Social Work,https://en.wikipedia.org/wiki/N._Ramaswami_Ayyar,"1896
Tiruchirapalli,Tamil Nadu, India",1896,"Tiruchirapalli,Tamil Nadu, India",1976,1976,n/a,,,,,,Rajendra Prasad,"Educationist
Social reformer
Lawyer",Yes,No
Tarasankar Bandyopadhyay,1962,PadmaShri,West Bengal,Literature & Education,https://en.wikipedia.org/wiki/Tarasankar_Bandyopadhyay,"(1898-07-23)23 July 1898
Labhpur,Birbhum district,Bengal Presidency, British India",(1898-07-23)23 July 1898,"Labhpur,Birbhum district,Bengal Presidency, British India","14 September 1971(1971-09-14)(aged 73)
Calcutta,West Bengal, India",14 September 1971(1971-09-14)(aged 73),"Calcutta,West Bengal, India",Indian,Umashashi Devi (m. 1916),,,"Rabindra Puraskar
Sahitya Akademi
Jnanpith Award
Padma Bhushan",Rajendra Prasad,Novelist,Yes,No
Nari Contractor,1962,PadmaShri,Maharashtra,Sports,https://en.wikipedia.org/wiki/Nari_Contractor,"(1934-03-07)7 March 1934(age 87)
Godhra,Bombay Presidency,British India",(1934-03-07)7 March 1934(age 87),"Godhra,Bombay Presidency,British India",,n/a,n/a,,,,,,Rajendra Prasad,,Yes,No
