Recipients,Year,Award Type,State,Field,WikiLink,Born,Birth Date,Place of Birth,Died,Death Date,Place of Death,Nationality,Spouse,Alma mater,Institutions,Other Awards including Padma,Awarded By,Occupation,Election Year,Posthumus
Jeahangir Ghandy,1958,PadmaBushan,Maharashtra,Trade & Industry,https://en.wikipedia.org/wiki/Jeahangir_Ghandy,,n/a,n/a,,n/a,n/a,,,,,Padma Bhushan,Rajendra Prasad,Businessman,No,No
Narayan Subarao Hardikar,1958,PadmaBushan,Karnataka,Social Work,https://en.wikipedia.org/wiki/N._S._Hardikar,,n/a,n/a,,n/a,n/a,,,,,,Rajendra Prasad,,No,No
Ariyakudi Ramanuja Iyengar,1958,PadmaBushan,Tamil Nadu,Arts,https://en.wikipedia.org/wiki/Ariyakudi_Ramanuja_Iyengar,,n/a,n/a,,n/a,n/a,,,,,,Rajendra Prasad,,No,No
Allauddin Khan,1958,PadmaBushan,Uttar Pradesh,Arts,https://en.wikipedia.org/wiki/Allauddin_Khan,"c.1862
Shibpur,Bengal Presidency,British India
(nowBangladesh)",c.1862,"Shibpur,Bengal Presidency,British India
(nowBangladesh)",6 September 1972(1972-09-06)(aged 109–110),6 September 1972(1972-09-06)(aged 109–110),n/a,,,,,,Rajendra Prasad,,No,No
Kumar Padma Siva Shankara Menon,1958,PadmaBushan,Kerala,Civil Service,https://en.wikipedia.org/wiki/K._P._S._Menon_(senior),"Kumara Padmanabha Sivasankara Menon
(1898-10-18)18 October 1898
Kottayam,Travancore,British India(now Kerala, India )",(1898-10-18)18 October 1898,n/a,"22 November 1982(1982-11-22)(aged 84)
Ottapalam,Kerala, India",22 November 1982(1982-11-22)(aged 84),"Ottapalam,Kerala, India",,Saraswathi,,,,Rajendra Prasad,Diplomat,No,No
Arathil C. Narayanan Nambiar,1958,PadmaBushan,Kerala,Civil Service,https://en.wikipedia.org/wiki/A._C._N._Nambiar,1896(1896),1896(1896),n/a,17 January 1986(1986-01-17)(aged 89–90),17 January 1986(1986-01-17)(aged 89–90),n/a,,"Suhasini Chattopadhyay​​(m.1919, divorced)​",,,1958Padma Bhushan,Rajendra Prasad,journalist; diplomat,No,No
Kuppali Venkatappagowda Puttappa,1958,PadmaBushan,Karnataka,Literature & Education,https://en.wikipedia.org/wiki/Kuvempu,"(1904-12-29)29 December 1904
Hirekodige,Koppa,Chikmagalur,Kingdom of Mysore(now inKarnataka),[1]",(1904-12-29)29 December 1904,"Hirekodige,Koppa,Chikmagalur,Kingdom of Mysore(now inKarnataka),[1]","11 November 1994(1994-11-11)(aged 89)
Mysore, Karnataka, India",11 November 1994(1994-11-11)(aged 89),"Mysore, Karnataka, India",,Hemavathi​(m.1937⁠–⁠1994)​,,,"Karnataka Ratna(1992)
Padma Vibhushan(1988)
Jnanapith Award(1967)
Padma Bhushan(1958)",Rajendra Prasad,"Poet, novelist, playwright, academic",No,No
Poola Tirupati Raju,1958,PadmaBushan,Rajasthan,Literature & Education,https://en.wikipedia.org/wiki/Poola_Tirupati_Raju,"3 September 1904
Andhra Pradesh, India",3 September 1904,"Andhra Pradesh, India",1992,1992,n/a,,,,,Padma Bhushan,Rajendra Prasad,"Writer
Philosopher
Academic",No,No
Kamalendumati Shah,1958,PadmaBushan,Delhi,Social Work,https://en.wikipedia.org/wiki/Kamalendumati_Shah,"Tehri Garhwal district,Uttarakhand, India",n/a,n/a,15 July 1999,15 July 1999,n/a,,,,,Padma Bhushan,Rajendra Prasad,"Politician
Social worker",No,No
Rao Raja Hanut Singh,1958,PadmaBushan,Rajasthan,Public Affairs,https://en.wikipedia.org/wiki/Hanut_Singh,"(1900-03-20)20 March 1900
Jodhpur",(1900-03-20)20 March 1900,Jodhpur,"12 October 1982(1982-10-12)(aged 82)
Jodhpur",12 October 1982(1982-10-12)(aged 82),Jodhpur,,"Rani Sirey Kanwar ofJaipur
Rani Priya Devi ofSirmur",,,,Rajendra Prasad,,No,No
Rustom Jal Vakil,1958,PadmaBushan,Maharashtra,Medicine,https://en.wikipedia.org/wiki/Rustom_Jal_Vakil,,n/a,n/a,,n/a,n/a,,,,,,Rajendra Prasad,,No,No
Surya Narayan Vyas,1958,PadmaBushan,Madhya Pradesh,Literature & Education,https://en.wikipedia.org/wiki/Surya_Narayan_Vyas,"2 March 1902
Ujjain,Madhya Pradesh, India",2 March 1902,"Ujjain,Madhya Pradesh, India",22 June 1976(1976-06-22)(aged 74),22 June 1976(1976-06-22)(aged 74),n/a,,,,,Padma Bhushan,Rajendra Prasad,"Astrologer
Diviner",No,No
Darashaw Nosherwan Wadia,1958,PadmaBushan,Maharashtra,Science & Engineering,https://en.wikipedia.org/wiki/Darashaw_Nosherwan_Wadia,,n/a,n/a,,n/a,n/a,,,,,,Rajendra Prasad,,No,No
Sisir Kumar Bhaduri[c],1959,PadmaBushan,West Bengal,Arts,https://en.wikipedia.org/wiki/Sisir_Bhaduri,"Sisir Kumar Bhaduri
2 October 1889
Howrah,Bengal Presidency,British India",2 October 1889,n/a,30 June 1959(1959-06-30)(aged 69),30 June 1959(1959-06-30)(aged 69),n/a,,,,,,Rajendra Prasad,,No,Yes
Ramdhari Singh Dinkar,1959,PadmaBushan,Bihar,Literature & Education,https://en.wikipedia.org/wiki/Ramdhari_Singh_Dinkar,"Ramdhari Singh Dinkar
(1908-09-23)23 September 1908
Simaria,Bengal Presidency,British India
(now inBihar,India)",(1908-09-23)23 September 1908,n/a,"24 April 1974(1974-04-24)(aged 65)
Begusarai,Bihar,India",24 April 1974(1974-04-24)(aged 65),"Begusarai,Bihar,India",,,,,"1959:Sahitya Akademi Award
1959:Padma Bhushan
1972:Bharatiya Jnanpith",Rajendra Prasad,Poetfreedom fighterMember of Parliamentessayistliterary criticjournalistsatirist,No,No
Ali Yavar Jung,1959,PadmaBushan,Maharashtra,Civil Service,https://en.wikipedia.org/wiki/Ali_Yavar_Jung,"February 1906
Hyderabad,Hyderabad State(nowHyderabad,Telangana,India)",February 1906,"Hyderabad,Hyderabad State(nowHyderabad,Telangana,India)","11 December 1976(1976-12-11)(aged 70)
Raj Bhavan,Mumbai,Maharashtra,India",11 December 1976(1976-12-11)(aged 70),"Raj Bhavan,Mumbai,Maharashtra,India",,"Alys Iffrig (known after her second marriage as Alys Hyderi)
Zehra Ali Yavar Jung","Queen's College,Oxford",,"Padma Vibhushan
Padma Bhushan",Rajendra Prasad,"diplomat, politician",No,No
Hansa Jivraj Mehta,1959,PadmaBushan,Maharashtra,Social Work,https://en.wikipedia.org/wiki/Hansa_Jivraj_Mehta,"(1897-07-03)3 July 1897
Baroda state",(1897-07-03)3 July 1897,Baroda state,4 April 1995(1995-04-04)(aged 97),4 April 1995(1995-04-04)(aged 97),n/a,,Jivraj Narayan Mehta,,,,Rajendra Prasad,,No,No
Pammal Sambandha Mudaliar,1959,PadmaBushan,Tamil Nadu,Arts,https://en.wikipedia.org/wiki/Pammal_Sambandha_Mudaliar,"(1873-02-01)February 1, 1873
Pammal, Tamil Nadu, India","(1873-02-01)February 1, 1873","Pammal, Tamil Nadu, India","September 24, 1964(1964-09-24)(aged 91)","September 24, 1964(1964-09-24)(aged 91)",n/a,,,,,Padma Bhushan(1959),Rajendra Prasad,Playwright,No,No
Tiruppattur R. Venkatachala Murthi,1959,PadmaBushan,Tamil Nadu,Literature & Education,https://en.wikipedia.org/wiki/Tiruppattur_R._Venkatachala_Murthi,"June 15, 1902
India","June 15, 1902",India,March 1986,March 1986,n/a,,,,,Padma Bhushan,Rajendra Prasad,"Philosopher
writer
academic",No,No
Tenzing Norgay,1959,PadmaBushan,West Bengal,Sports,https://en.wikipedia.org/wiki/Tenzing_Norgay,"(1914-05-29)29 May 1914
Khumbu,Solukhumbu District,Sagarmatha Zone,Nepal",(1914-05-29)29 May 1914,"Khumbu,Solukhumbu District,Sagarmatha Zone,Nepal","9 May 1986(1986-05-09)(aged 71)
Darjeeling,West Bengal, India",9 May 1986(1986-05-09)(aged 71),"Darjeeling,West Bengal, India","Nepalese,Indian","Dawa Phuti​​(m.1935; died 1944)​
Ang Lahmu​​(m.1945; died 1964)​
Dakku (m. before or in 1964)",,,,Rajendra Prasad,,No,No
Bhaurao Patil,1959,PadmaBushan,Maharashtra,Social Work,https://en.wikipedia.org/wiki/Bhaurao_Patil,"(1887-09-22)22 September 1887
Kumbhoj,Kolhapur",(1887-09-22)22 September 1887,"Kumbhoj,Kolhapur",9 May 1959(1959-05-09)(aged 71),9 May 1959(1959-05-09)(aged 71),n/a,,,,,Padma Bhushan(1959),Rajendra Prasad,Educationist,No,No
Jal Gawashaw Paymaster,1959,PadmaBushan,Maharashtra,Medicine,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Rajendra Prasad,URL not available,No,No
Dhanvanthi Rama Rau,1959,PadmaBushan,Maharashtra,Social Work,https://en.wikipedia.org/wiki/Dhanvanthi_Rama_Rau,,n/a,n/a,,n/a,n/a,,,,,,Rajendra Prasad,,No,No
Nirmal Kumar Sidhanta,1959,PadmaBushan,West Bengal,Literature & Education,https://en.wikipedia.org/wiki/Nirmal_Kumar_Sidhanta,,n/a,n/a,,n/a,n/a,,,,,,Rajendra Prasad,,No,No
Kankanhalli Vasudevachary,1959,PadmaBushan,Karnataka,Arts,https://en.wikipedia.org/wiki/Mysore_Vasudevachar,"(1865-05-28)28 May 1865
Kingdom of Mysore",(1865-05-28)28 May 1865,Kingdom of Mysore,17 May 1961(1961-05-17)(aged 95),17 May 1961(1961-05-17)(aged 95),n/a,,,,,,Rajendra Prasad,,No,No
Bhargavaram Viththal Varerkar,1959,PadmaBushan,Maharashtra,Public Affairs,https://en.wikipedia.org/wiki/Bhargavaram_Viththal_Varerkar,"1883(1883)
Chiplun",1883(1883),Chiplun,1964 (aged 80–81),1964 (aged 80–81),n/a,Indian,,,,,Rajendra Prasad,Writer,No,No
Ghulam Yazdani,1959,PadmaBushan,Andhra Pradesh,Science & Engineering,https://en.wikipedia.org/wiki/Ghulam_Yazdani,"(1885-03-22)22 March 1885
Delhi,British India",(1885-03-22)22 March 1885,"Delhi,British India","13 November 1962(1962-11-13)(aged 77)
Delhi,India",13 November 1962(1962-11-13)(aged 77),"Delhi,India",,,Muhammadan Anglo-Oriental College,"Government College, LahoreRajshahi CollegeSt. Stephen's College, Delhi",Padma Bhushan,Rajendra Prasad,"epigraphist,archaeologist",No,No
Haridas Siddhanta Bagish,1960,PadmaBushan,West Bengal,Literature & Education,https://en.wikipedia.org/wiki/Haridas_Siddhanta_Bagish,"West Bengal, India",n/a,n/a,,n/a,n/a,,,,,1960Padma Bhushan,Rajendra Prasad,"Writer, Translator",No,No
Rabindra Nath Chaudhuri,1960,PadmaBushan,West Bengal,Medicine,https://en.wikipedia.org/wiki/Rabindra_Nath_Chaudhuri,"1901
West Bengal, India",1901,"West Bengal, India","(1981-08-06)6 August 1981
India",(1981-08-06)6 August 1981,India,,,,,"Padma Bhushan
RCPEANB Prize
ICMRKamala Menon Medical Research Award",Rajendra Prasad,"Physician
Medical Academic",No,No
Nilakantha Das,1960,PadmaBushan,Orissa,Public Affairs,https://en.wikipedia.org/wiki/Nilakantha_Das,"(1884-08-05)5 August 1884
Puri District,Bengal Presidency,British India",(1884-08-05)5 August 1884,"Puri District,Bengal Presidency,British India",6 November 1967(1967-11-06)(aged 83),6 November 1967(1967-11-06)(aged 83),n/a,,,University of Calcutta,,,Rajendra Prasad,,No,No
Rajeshwar Shastri Dravid,1960,PadmaBushan,Uttar Pradesh,Literature & Education,https://en.wikipedia.org/wiki/Rajeshwar_Shastri_Dravid,"1899
Uttar Pradesh, India",1899,"Uttar Pradesh, India",1950,1950,n/a,,,,,1960Padma Bhushan,Rajendra Prasad,"Writer, grammarian, translator",No,No
Kazi Nazrul Islam,1960,PadmaBushan,West Bengal[A],Literature & Education,https://en.wikipedia.org/wiki/Kazi_Nazrul_Islam,"(1899-05-25)25 May 1899[1][2][verification needed]
Churulia village,Asansol,Bengal Presidency,British India(present-dayPaschim Bardhaman district,West Bengal, India)[2]",(1899-05-25)25 May 1899[1][2][verification needed],"Churulia village,Asansol,Bengal Presidency,British India(present-dayPaschim Bardhaman district,West Bengal, India)[2]","29 August 1976(1976-08-29)(aged 77)
Dhaka, Bangladesh",29 August 1976(1976-08-29)(aged 77),"Dhaka, Bangladesh",,"Nargis Asar Khanam, Pramila Devi",,,Padma Bhushan(1960)Ekushey Padak(1976)Independence Day Award(1977),Rajendra Prasad,Poetshort-story writersong composerplaywrightsingerflautistnovelistessayistliterary translatorsoldierfilm actorpolitical activist,No,No
Hafiz Ali Khan,1960,PadmaBushan,Madhya Pradesh,Arts,https://en.wikipedia.org/wiki/Hafiz_Ali_Khan,"1888
Gwalior,Madhya Pradesh",1888,"Gwalior,Madhya Pradesh","1972 (aged 84)[1]
Mumbai,Maharashtra,India",1972 (aged 84)[1],"Mumbai,Maharashtra,India",,,,,,Rajendra Prasad,,No,No
Bal Krishna Sharma Naveen,1960,PadmaBushan,Delhi,Literature & Education,https://en.wikipedia.org/wiki/Bal_Krishna_Sharma_Naveen,"(1897-12-08)8 December 1897
Bhyana,Shajapur district,Madhya Pradesh, India",(1897-12-08)8 December 1897,"Bhyana,Shajapur district,Madhya Pradesh, India",29 April 1960(1960-04-29)(aged 62),29 April 1960(1960-04-29)(aged 62),n/a,,,,,Padma Bhushan,Rajendra Prasad,"Freedom activist
Poet
Politician
Journalist",No,No
Ayyadevara Kaleswara Rao,1960,PadmaBushan,Andhra Pradesh,Public Affairs,https://en.wikipedia.org/wiki/Ayyadevara_Kaleswara_Rao,,n/a,n/a,,n/a,n/a,,,,,,Rajendra Prasad,,No,No
Acharya Shivpujan Sahay,1960,PadmaBushan,Bihar,Literature & Education,https://en.wikipedia.org/wiki/Acharya_Shivpujan_Sahay,"(1893-08-09)9 August 1893
Unvans Village,Bhojpur District,Bihar(British India, Now inBuxar District)",(1893-08-09)9 August 1893,"Unvans Village,Bhojpur District,Bihar(British India, Now inBuxar District)","21 January 1963(1963-01-21)(aged 69)
Patna,Bihar, India",21 January 1963(1963-01-21)(aged 69),"Patna,Bihar, India",Indian,,,,1960:Padma Bhushan,Rajendra Prasad,"Novelist,editor,ProseWriter",No,No
Vithal Nagesh Shirodkar,1960,PadmaBushan,Maharashtra,Medicine,https://en.wikipedia.org/wiki/Vithal_Nagesh_Shirodkar,,n/a,n/a,,n/a,n/a,,,,,,Rajendra Prasad,,No,No
Tridib Nath Banerjee,1961,PadmaBushan,West Bengal,Medicine,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Rajendra Prasad,URL not available,No,No
Rustomji Bomanji Billimoria,1961,PadmaBushan,Maharashtra,Medicine,https://en.wikipedia.org/wiki/Rustomji_Bomanji_Billimoria,"(1882-05-13)13 May 1882
Bombay,Bombay Presidency,British India",(1882-05-13)13 May 1882,"Bombay,Bombay Presidency,British India",,n/a,n/a,,Gulestan Rustom Billimoria,,,Padma Bhushan,Rajendra Prasad,"Physician
Social worker",No,No
Seth Govind Das,1961,PadmaBushan,Madhya Pradesh,Literature & Education,https://en.wikipedia.org/wiki/Seth_Govind_Das,(1896-10-16)16 October 1896,(1896-10-16)16 October 1896,n/a,"18 June 1974(1974-06-18)(aged 77)
Bombay,Maharashtra, India",18 June 1974(1974-06-18)(aged 77),"Bombay,Maharashtra, India",Indian,Godavari bai,"Rani Durgavati University, Jabalpur",,,Rajendra Prasad,,No,No
Verrier Elwin,1961,PadmaBushan,—[B],Science & Engineering,https://en.wikipedia.org/wiki/Verrier_Elwin,"(1902-08-29)29 August 1902
Dover,England",(1902-08-29)29 August 1902,"Dover,England","22 February 1964(1964-02-22)(aged 61)
Delhi, India",22 February 1964(1964-02-22)(aged 61),"Delhi, India","British, later Indian",,,,Padma Bhushan(1961),Rajendra Prasad,"anthropologist,ethnologist",No,No
Niranjan Das Gulhati,1961,PadmaBushan,Delhi,Civil Service,https://en.wikipedia.org/wiki/Niranjan_Das_Gulhati,"(1904-11-04)4 November 1904[1]
India",(1904-11-04)4 November 1904[1],India,India,n/a,n/a,,Shakuntala[1],,,Padma Bhushan,Rajendra Prasad,"Civil engineer
Water resources consultant
Writer",No,No
L. Venkatakrishna Iyer,1961,PadmaBushan,Tamil Nadu,Civil Service,https://en.wikipedia.org/wiki/L._Venkatakrishna_Iyer,India,n/a,n/a,India,n/a,n/a,,,,,Padma Bhushan,Rajendra Prasad,Civil engineer,No,No
Rai Krishnadas,1961,PadmaBushan,Uttar Pradesh,Literature & Education,https://en.wikipedia.org/w/index.php?title=Anand_Krishna&action=edit&redlink=1,,n/a,n/a,,n/a,n/a,,,,,,Rajendra Prasad,,No,No
Sumitranandan Pant,1961,PadmaBushan,Uttar Pradesh,Literature & Education,https://en.wikipedia.org/wiki/Sumitranandan_Pant,"(1900-05-20)20 May 1900
Kausani,North-Western Provinces,British India",(1900-05-20)20 May 1900,"Kausani,North-Western Provinces,British India","28 December 1977(1977-12-28)(aged 77)
Prayagraj,Uttar Pradesh,India",28 December 1977(1977-12-28)(aged 77),"Prayagraj,Uttar Pradesh,India",Indian,,,,"Padma Bhushan(1961)
Jnanpith Award(1968)",Rajendra Prasad,"Writer, poet",No,No
Svetoslav Roerich,1961,PadmaBushan,—[C],Arts,https://en.wikipedia.org/wiki/Svetoslav_Roerich,"(1904-10-23)23 October 1904
Saint Petersburg,Russian Empire",(1904-10-23)23 October 1904,"Saint Petersburg,Russian Empire","30 January 1993(1993-01-30)(aged 88)
Bangalore,Karnataka, India",30 January 1993(1993-01-30)(aged 88),"Bangalore,Karnataka, India",,Devika Rani(1945–1993),,,,Rajendra Prasad,,No,No
Bhagwan Sahay,1961,PadmaBushan,Uttar Pradesh,Civil Service,https://en.wikipedia.org/wiki/Bhagwan_Sahay,15 February 1905(1905-02-15),15 February 1905(1905-02-15),n/a,"6 December 1986(1986-12-07)(aged 81)
New Delhi, India",6 December 1986(1986-12-07)(aged 81),"New Delhi, India",,,,,Padma Bhushan(1961),Rajendra Prasad,"GovernorofKerala,India",No,No
Bindeshwari Prasad Verma,1961,PadmaBushan,Bihar,Public Affairs,https://en.wikipedia.org/wiki/Bindeshwari_Prasad_Verma,"September 26, 1886","September 26, 1886",n/a,"July 22, 1968(1968-07-22)(aged 81)","July 22, 1968(1968-07-22)(aged 81)",n/a,,,,,Padma Bhushan(1961),Rajendra Prasad,Politician,No,No
K. Venkataraman,1961,PadmaBushan,Maharashtra,Trade & Industry,https://en.wikipedia.org/wiki/K._Venkataraman,"(1901-06-07)7 June 1901
Chennai,Tamil Nadu, India",(1901-06-07)7 June 1901,"Chennai,Tamil Nadu, India",12 May 1981(1981-05-12)(aged 79),12 May 1981(1981-05-12)(aged 79),n/a,Indian,,,"National Chemical LaboratoryUniversity of MumbaiUniversity Department
of Chemical TechnologyForman Christian College",1961Padma Bhushan1975 INSA Professor TR Seshadri MedalICSPC Ray Medal,Rajendra Prasad,,No,No
Ardeshir Ruttonji Wadia,1961,PadmaBushan,Maharashtra,Literature & Education,https://en.wikipedia.org/wiki/Ardeshir_Ruttonji_Wadia,,n/a,n/a,,n/a,n/a,,,,,,Rajendra Prasad,,No,No
Ramaswamy Duraiswamy Ayyar,1962,PadmaBushan,Delhi,Medicine,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Rajendra Prasad,URL not available,Yes,No
Gyanesh Chandra Chatterjee,1962,PadmaBushan,Delhi,Literature & Education,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Rajendra Prasad,URL not available,Yes,No
Ramchandra Narayan Dandekar,1962,PadmaBushan,Maharashtra,Literature & Education,https://en.wikipedia.org/wiki/Ramchandra_Narayan_Dandekar,"17 March 1909
Satara",17 March 1909,Satara,"December 11, 2001(2001-12-11)(aged 92)","December 11, 2001(2001-12-11)(aged 92)",n/a,,,,,,Rajendra Prasad,"vedic scholar, indologist",Yes,No
Prem Chandra Dhanda,1962,PadmaBushan,Punjab,Medicine,https://en.wikipedia.org/wiki/Prem_Chandra_Dhanda,"(1911-05-28)28 May 1911
Ambala,Haryana, India",(1911-05-28)28 May 1911,"Ambala,Haryana, India",28 February 2013(2013-02-28)(aged 101),28 February 2013(2013-02-28)(aged 101),n/a,,Leila Dharmavir,,,Padma Bhushan,Rajendra Prasad,"Physician
Medical academic",Yes,No
Asaf Ali Asghar Fyzee,1962,PadmaBushan,Jammu & Kashmir,Literature & Education,https://en.wikipedia.org/wiki/Asaf_Ali_Asghar_Fyzee,"(1899-04-10)10 April 1899
Matheran,Bombay Presidency,British India",(1899-04-10)10 April 1899,"Matheran,Bombay Presidency,British India","23 October 1981(1981-10-23)(aged 82)
Mumbai,Maharashtra, India",23 October 1981(1981-10-23)(aged 82),"Mumbai,Maharashtra, India",Indian,,"St John's College, Cambridge",,Padma Bhushan(1962),Rajendra Prasad,EducatorauthorjuristdiplomatIslamic scholar,Yes,No
Bade Ghulam Ali Khan,1962,PadmaBushan,Maharashtra,Arts,https://en.wikipedia.org/wiki/Bade_Ghulam_Ali_Khan,"(1902-04-02)2 April 1902[1]
Kasur,Punjab,British India(present-dayPunjab, Pakistan)",(1902-04-02)2 April 1902[1],"Kasur,Punjab,British India(present-dayPunjab, Pakistan)","25 April 1968(1968-04-25)(aged 66)[2]
Hyderabad, India",25 April 1968(1968-04-25)(aged 66)[2],"Hyderabad, India",,,,,,Rajendra Prasad,,Yes,No
Jafar Ali Khan,1962,PadmaBushan,Uttar Pradesh,Literature & Education,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Rajendra Prasad,URL not available,Yes,No
Daulat Singh Kothari,1962,PadmaBushan,Delhi,Civil Service,https://en.wikipedia.org/wiki/Daulat_Singh_Kothari,"6 July 1906
Udaipur,Rajasthan, India",6 July 1906,"Udaipur,Rajasthan, India","4 February 1993 (aged 86)
Delhi, India",4 February 1993 (aged 86),"Delhi, India",,,,,,Rajendra Prasad,,Yes,No
Mithan Jamshed Lam,1962,PadmaBushan,Maharashtra,Public Affairs,https://en.wikipedia.org/wiki/Mithan_Jamshed_Lam,"(1898-03-02)2 March 1898
Maharashtra, India",(1898-03-02)2 March 1898,"Maharashtra, India",1981,1981,n/a,,Jamshed Sorabsha Lam,,,"Padma Bhushan
Cobden Club Medal",Rajendra Prasad,"Lawyer
Social activist",Yes,No
