Recipients,Year,Award Type,State,Field,WikiLink,Born,Birth Date,Place of Birth,Died,Death Date,Place of Death,Nationality,Spouse,Alma mater,Institutions,Other Awards including Padma,Awarded By,Occupation,Election Year,Posthumus
Anil Kakodkar,2009,PadmaVibhushan,Maharashtra,Science & Engineering,https://en.wikipedia.org/wiki/Anil_Kakodkar,"(1943-11-11)11 November 1943(age 77)
Barwani, India",(1943-11-11)11 November 1943(age 77),"Barwani, India",,n/a,n/a,Indian,,,"Atomic Energy Commission of India
Department of Atomic Energy
Bhabha Atomic Research Centre(BARC)","Padma Shri(1998)
Padma Bhushan(1999)
Padma Vibhushan(2009)[1]
G-Files awards(2015)",Pratibha Patil,,Yes,No
Purshotam Lal,2009,PadmaVibhushan,Uttar Pradesh,Medicine,https://en.wikipedia.org/wiki/Purshotam_Lal,1954 (age 66–67),1954 (age 66–67),n/a,,n/a,n/a,Indian,,,,,Pratibha Patil,Cardiologist,Yes,No
G. Madhavan Nair,2009,PadmaVibhushan,Karnataka,Science & Engineering,https://en.wikipedia.org/wiki/G._Madhavan_Nair,"(1943-10-31)31 October 1943(age 77)
Thirunanthikarai, 
Kulasekharam,Travancore
(nowKanyakumari District),India",(1943-10-31)31 October 1943(age 77),"Thirunanthikarai, 
Kulasekharam,Travancore
(nowKanyakumari District),India",,n/a,n/a,Indian,,,"Indian Space Research Organisation
Bhabha Atomic Research Center","Padma Bhushan(1998)
Padma Vibhushan(2009)",Pratibha Patil,,Yes,No
Govind Narain,2009,PadmaVibhushan,Uttar Pradesh,Public Affairs,https://en.wikipedia.org/wiki/Govind_Narain,"(1916-05-05)5 May 1916
Mainpuri,British Raj",(1916-05-05)5 May 1916,"Mainpuri,British Raj","3 April 2012(2012-04-03)(aged 95)
New Delhi, India",3 April 2012(2012-04-03)(aged 95),"New Delhi, India",,,,,,Pratibha Patil,,Yes,No
Chandrika Prasad Srivastava,2009,PadmaVibhushan,Maharashtra,Civil Service,https://en.wikipedia.org/wiki/Chandrika_Prasad_Srivastava,"July 8, 1920","July 8, 1920",n/a,"July 22, 2013(2013-07-22)(aged 93)","July 22, 2013(2013-07-22)(aged 93)",n/a,,Nirmala Salve​​(m.1947; died 2011)​,,,,Pratibha Patil,"diplomat, administrator",Yes,No
Ebrahim Alkazi,2010,PadmaVibhushan,Delhi,Arts,https://en.wikipedia.org/wiki/Ebrahim_Alkazi,"(1925-10-18)18 October 1925
Pune,Maharashtra",(1925-10-18)18 October 1925,"Pune,Maharashtra",4 August 2020(2020-08-04)(aged 94),4 August 2020(2020-08-04)(aged 94),n/a,Indian,,,,"Padma Shri(1966)
Padma Bhushan(1991)",Pratibha Patil,Theatre director,No,No
Venkatraman Ramakrishnan,2010,PadmaVibhushan,—[C],Science & Engineering,https://en.wikipedia.org/wiki/Venkatraman_Ramakrishnan,"Venkatraman Ramakrishnan
1952 (age 68–69)
Chidambaram,Tamil Nadu,India",1952 (age 68–69),n/a,,n/a,n/a,,Vera Rosenberry​(m.1975)​[1],,Laboratory of Molecular BiologyUniversity of Cambridge[1]Oak Ridge National Laboratory[1]Yale University[1]University of Utah[1]Brookhaven National Laboratory[6],Nobel Prize in Chemistry(2009)[3]Louis-Jeantet Prize for Medicine(2007)[4]Knight Bachelor(2012)[5]Padma Vibhushan(2010),Pratibha Patil,,No,No
Prathap C. Reddy,2010,PadmaVibhushan,Andhra Pradesh,Trade & Industry,https://en.wikipedia.org/wiki/Prathap_C._Reddy,"Prathap Chandra Reddy
(1933-02-05)5 February 1933(age 88)
Aragonda,Madras Presidency,British India(present dayChittoor,Andhra Pradesh, India)",(1933-02-05)5 February 1933(age 88),n/a,,n/a,n/a,,,,,"Padma Vibhushan(2010)
Padma Bhushan(1991)",Pratibha Patil,Physicianbusinessman,No,No
Y. Venugopal Reddy,2010,PadmaVibhushan,Andhra Pradesh,Public Affairs,https://en.wikipedia.org/wiki/Y._Venugopal_Reddy,"Yaga Venugopal Reddy
(1941-08-17)17 August 1941(age 80)
Kadapa,Andhra Pradesh, India[1]",(1941-08-17)17 August 1941(age 80),n/a,,n/a,n/a,,,,,Padma Vibhushan(2010),Pratibha Patil,"Civil servant
Economist",No,No
Zohra Sehgal,2010,PadmaVibhushan,Delhi,Arts,https://en.wikipedia.org/wiki/Zohra_Sehgal,"Sahibzadi Zohra Mumtazullah Khan Begum
(1912-04-27)27 April 1912
Saharanpur,United Provinces of Agra and Oudh,British India",(1912-04-27)27 April 1912,n/a,"10 July 2014(2014-07-10)(aged 102)
Delhi, India",10 July 2014(2014-07-10)(aged 102),"Delhi, India",,Kameshwar Nath Segal,,,,Pratibha Patil,"Actress, dancer, choreographer",No,No
Umayalpuram K. Sivaraman,2010,PadmaVibhushan,Tamil Nadu,Arts,https://en.wikipedia.org/wiki/Umayalpuram_K._Sivaraman,"(1935-12-17)17 December 1935(age 85)
Umayalpuram,Tanjore,Madras Presidency,British India",(1935-12-17)17 December 1935(age 85),"Umayalpuram,Tanjore,Madras Presidency,British India",,n/a,n/a,,,,,,Pratibha Patil,,No,No
Montek Singh Ahluwalia,2011,PadmaVibhushan,Delhi,Public Affairs,https://en.wikipedia.org/wiki/Montek_Singh_Ahluwalia,"(1943-11-24)24 November 1943(age 77)
Rawalpindi,Punjab Province,British India(modern-dayPunjab,Pakistan)",(1943-11-24)24 November 1943(age 77),"Rawalpindi,Punjab Province,British India(modern-dayPunjab,Pakistan)",,n/a,n/a,,Isher Judge Ahluwalia(until her death in 2020),"University of Delhi(B.A.)
University of Oxford(M.A.,M.Phil.)",,,Pratibha Patil,,No,No
Vijay Kelkar,2011,PadmaVibhushan,Maharashtra,Public Affairs,https://en.wikipedia.org/wiki/Vijay_Kelkar,(1942-05-15)15 May 1942(age 79),(1942-05-15)15 May 1942(age 79),n/a,,n/a,n/a,Indian,,,,Padma Vibhushan,Pratibha Patil,,No,No
Akhlaqur Rahman Kidwai,2011,PadmaVibhushan,Delhi,Public Affairs,https://en.wikipedia.org/wiki/Akhlaqur_Rahman_Kidwai,"(1921-07-01)1 July 1921
Baragaon,Barabanki,United Provinces,British India
(now inUttar Pradesh, India)",(1921-07-01)1 July 1921,"Baragaon,Barabanki,United Provinces,British India
(now inUttar Pradesh, India)","24 August 2016(2016-08-24)(aged 95)
New Delhi, India",24 August 2016(2016-08-24)(aged 95),"New Delhi, India",,Jamila Kidwai (deceased),,,,Pratibha Patil,,No,No
O. N. V. Kurup,2011,PadmaVibhushan,Kerala,Literature & Education,https://en.wikipedia.org/wiki/O._N._V._Kurup,"Ottaplakkal Neelakandan Velu Kurup
(1931-05-27)27 May 1931
Chavara,Thiruvithamkoor",(1931-05-27)27 May 1931,n/a,"13 February 2016(2016-02-13)(aged 84)
Thiruvananthapuram, Kerala, India",13 February 2016(2016-02-13)(aged 84),"Thiruvananthapuram, Kerala, India",,Sarojini,,,Jnanpith AwardPadma ShriPadma Vibhushan,Pratibha Patil,"Poet, lyricist, professor",No,No
Sitakant Mahapatra,2011,PadmaVibhushan,Odisha,Literature & Education,https://en.wikipedia.org/wiki/Sitakant_Mahapatra,"(1937-09-17)17 September 1937(age 84)
Kendrapara District,Odisha, India",(1937-09-17)17 September 1937(age 84),"Kendrapara District,Odisha, India",,n/a,n/a,Indian,,,,Sahitya Akademi Award(1974)Jnanpith Award(1993)Padma Bhushan(2002)Padma Vibhushan(2011)SAARC Literary Award(2015),Pratibha Patil,"Poet, literary critic",No,No
Brajesh Mishra,2011,PadmaVibhushan,Delhi,Civil Service,https://en.wikipedia.org/wiki/Brajesh_Mishra,"Brajesh Chandra Mishra
29 September 1928",29 September 1928,n/a,"28 September 2012 (aged 84)
New Delhi",28 September 2012 (aged 84),New Delhi,,,,,Padma Vibhushan,Pratibha Patil,Civil Servant(IFS)Politician,No,No
K. Parasaran,2011,PadmaVibhushan,Delhi,Public Affairs,https://en.wikipedia.org/wiki/K._Parasaran,"(1927-10-09)9 October 1927(age 94)
Srirangam,Tamil Nadu, India",(1927-10-09)9 October 1927(age 94),"Srirangam,Tamil Nadu, India",,n/a,n/a,Indian,Shrimati Saroja Parasaran​​(m.1949)​,,,"Padma Bhushan(2003),Padma Vibhushan(2011)",Pratibha Patil,Lawyer/Advocate,No,No
Azim Premji,2011,PadmaVibhushan,Karnataka,Trade & Industry,https://en.wikipedia.org/wiki/Azim_Premji,"Azim Hashim Premji
(1945-07-24)24 July 1945(age 76)
Bombay,Bombay presidency,British India[1]",(1945-07-24)24 July 1945(age 76),n/a,,n/a,n/a,Indian,Yasmeen Premji,,,,Pratibha Patil,Founder chairman ofWipro,No,No
Palle Rama Rao,2011,PadmaVibhushan,Andhra Pradesh,Science & Engineering,https://en.wikipedia.org/wiki/Palle_Rama_Rao,1937,1937,n/a,,n/a,n/a,Indian,,,,,Pratibha Patil,,No,No
Akkineni Nageswara Rao,2011,PadmaVibhushan,Andhra Pradesh,Arts,https://en.wikipedia.org/wiki/Akkineni_Nageswara_Rao,"(1923-09-20)20 September 1923
Ramapuram,Madras Presidency,British India(nowAndhra Pradesh,India)",(1923-09-20)20 September 1923,"Ramapuram,Madras Presidency,British India(nowAndhra Pradesh,India)","22 January 2014(2014-01-22)(aged 90)
Hyderabad,Andhra Pradesh(nowTelangana, India)",22 January 2014(2014-01-22)(aged 90),"Hyderabad,Andhra Pradesh(nowTelangana, India)",,Annapurna​(m.1949)​,,,Padma Vibhushan(2011)Padma Bhushan(1988)Padma Shri(1968)Dada Saheb Phalke Award(1991),Pratibha Patil,Film actordirectorbusinessman,No,No
Kapila Vatsyayan,2011,PadmaVibhushan,Delhi,Arts,https://en.wikipedia.org/wiki/Kapila_Vatsyayan,"(1928-12-25)25 December 1928
Delhi",(1928-12-25)25 December 1928,Delhi,16 September 2020(2020-09-16)(aged 91),16 September 2020(2020-09-16)(aged 91),n/a,,Sachchidananda Vatsyayan'Agyeya',,,,Pratibha Patil,"scholar, art historian",No,No
Homai Vyarawalla,2011,PadmaVibhushan,Gujarat,Arts,https://en.wikipedia.org/wiki/Homai_Vyarawalla,"(1913-12-09)9 December 1913
Navsari,Bombay state,British India",(1913-12-09)9 December 1913,"Navsari,Bombay state,British India","15 January 2012(2012-01-15)(aged 98)
Vadodara, Gujarat, India",15 January 2012(2012-01-15)(aged 98),"Vadodara, Gujarat, India",Indian,Manekshaw Vyarawala(d. 1969),,,,Pratibha Patil,Photojournalist,No,No
Bhupen Hazarika[viii]#,2012,PadmaVibhushan,Assam,Arts,https://en.wikipedia.org/wiki/Bhupen_Hazarika,"(1926-09-08)8 September 1926
Sadiya,Assam Province,British India",(1926-09-08)8 September 1926,"Sadiya,Assam Province,British India","5 November 2011(2011-11-05)(aged 85)
Mumbai,Maharashtra,India[1]",5 November 2011(2011-11-05)(aged 85),"Mumbai,Maharashtra,India[1]",Indian,Priyamvada Patel,,,"Bharat Ratna(2019) (posthumously)
Padma Vibhushan(2012) (posthumously)
Padma Shri(1977)
Dadasaheb Phalke Award(1992)
Padma Bhushan(2001)
Sangeet Natak Akademi Fellowship(2008)
Asom Ratna(2009)
Friends of Liberation War Honour(2011)",Pratibha Patil,"Musician, singer, poet, filmmaker, lyricist",No,Yes
Mario Miranda[ix]#,2012,PadmaVibhushan,Goa,Arts,https://en.wikipedia.org/wiki/Mario_Miranda,"Mário João Carlos do Rosário de Brito Miranda
(1926-05-02)2 May 1926
Daman,Portuguese India",(1926-05-02)2 May 1926,n/a,"11 December 2011(2011-12-11)(aged 85)
Loutolim,Salcete,Goa, India",11 December 2011(2011-12-11)(aged 85),"Loutolim,Salcete,Goa, India","Portuguese, later Indian",,,,,Pratibha Patil,"Cartoonist, painter",No,Yes
T. V. Rajeswar,2012,PadmaVibhushan,Delhi,Civil Service,https://en.wikipedia.org/wiki/T._V._Rajeswar,"(1926-08-28)28 August 1926
Thangavelu Rajeswar Mudaliar, Gurusamipalayam village,old Salem district,Madras Presidency,British Raj",(1926-08-28)28 August 1926,"Thangavelu Rajeswar Mudaliar, Gurusamipalayam village,old Salem district,Madras Presidency,British Raj","14 January 2018(2018-01-14)(aged 91)
New Delhi,India",14 January 2018(2018-01-14)(aged 91),"New Delhi,India",,,,,,Pratibha Patil,,No,No
Kantilal Hastimal Sancheti,2012,PadmaVibhushan,Maharashtra,Medicine,https://en.wikipedia.org/wiki/Kantilal_Hastimal_Sancheti,,n/a,n/a,,n/a,n/a,,,,,,Pratibha Patil,,No,No
K. G. Subramanyan,2012,PadmaVibhushan,Gujarat,Arts,https://en.wikipedia.org/wiki/K._G._Subramanyan,"1924[1]
Kuthuparamba,Kerala, India",1924[1],"Kuthuparamba,Kerala, India","29 June 2016(2016-06-29)(aged 92)[2]
Vadodra,Gujarat, India",29 June 2016(2016-06-29)(aged 92)[2],"Vadodra,Gujarat, India",,,,,"Padma Shree,Kalidas Samman,Padma Bhushan,Padma Vibhushan",Pratibha Patil,"Painter, sculptor,muralist,printmaker, writer, academic",No,No
Raghunath Mohapatra,2013,PadmaVibhushan,Odisha,Arts,https://en.wikipedia.org/wiki/Raghunath_Mohapatra,"(1943-03-24)24 March 1943
Sasan Padia,Puri, Odisha",(1943-03-24)24 March 1943,"Sasan Padia,Puri, Odisha","9 May 2021(2021-05-09)(aged 78)[1]
BhubaneswarAIIMS,Odisha, India",9 May 2021(2021-05-09)(aged 78)[1],"BhubaneswarAIIMS,Odisha, India",,Rajani Mohapatra​(m.1966)​,,,,Pranab Mukherjee,"Architect, sculptor",No,No
Roddam Narasimha,2013,PadmaVibhushan,Karnataka,Science & Engineering,https://en.wikipedia.org/wiki/Roddam_Narasimha,(1933-07-20)20 July 1933,(1933-07-20)20 July 1933,n/a,"14 December 2020(2020-12-14)(aged 87)
Bangalore, Karnataka, India",14 December 2020(2020-12-14)(aged 87),"Bangalore, Karnataka, India",,,,,,Pranab Mukherjee,,No,No
Yash Pal,2013,PadmaVibhushan,Uttar Pradesh,Science & Engineering,https://en.wikipedia.org/wiki/Yash_Pal,"Yash Pal
(1926-11-26)26 November 1926
Jhang,British India
(now inPunjab, Pakistan)",(1926-11-26)26 November 1926,n/a,"24 July 2017(2017-07-24)(aged 90)
Noida,Uttar Pradesh, India",24 July 2017(2017-07-24)(aged 90),"Noida,Uttar Pradesh, India",,,,"TIFR, Mumbai,Space Applications Centre, Ahmedabad,University Grants Commission (India)","Padma Vibhushan(2013)
Padma Bhushan(1976)
Marconi Prize(1980)
Lal Bahadur Shastri National Award
Kalinga Award(2009)",Pranab Mukherjee,,No,No
S. H. Raza,2013,PadmaVibhushan,Delhi,Arts,https://en.wikipedia.org/wiki/S._H._Raza,"(1922-02-22)22 February 1922
Village kakkaiya (Mandla),Central Provinces,British India
(now inMadhya Pradesh, India)",(1922-02-22)22 February 1922,"Village kakkaiya (Mandla),Central Provinces,British India
(now inMadhya Pradesh, India)","23 July 2016(2016-07-23)(aged 94)
New Delhi, India",23 July 2016(2016-07-23)(aged 94),"New Delhi, India",Indian,,,,"Padma Vibhushan(2013)
Padma Bhushan(2007)
Fellow, Lalit Kala Academy(1981)
Padma Shri(1981)
Commandeur de la Legion d'honneur(2015)",Pranab Mukherjee,,No,No
B. K. S. Iyengar,2014,PadmaVibhushan,Maharashtra,Others,https://en.wikipedia.org/wiki/B._K._S._Iyengar,"(1918-12-14)14 December 1918
Bellur,Kolar district,Kingdom of Mysore(nowKarnataka, India)",(1918-12-14)14 December 1918,"Bellur,Kolar district,Kingdom of Mysore(nowKarnataka, India)","20 August 2014(2014-08-20)(aged 95)
Pune,Maharashtra, India",20 August 2014(2014-08-20)(aged 95),"Pune,Maharashtra, India",,Ramamani,,,,Pranab Mukherjee,"Yoga teacher, author",Yes,No
Raghunath Anant Mashelkar,2014,PadmaVibhushan,Maharashtra,Science & Engineering,https://en.wikipedia.org/wiki/Raghunath_Anant_Mashelkar,"(1943-01-01)1 January 1943(age 78)
Mashel,Goa,Portuguese India(nowIndia)",(1943-01-01)1 January 1943(age 78),"Mashel,Goa,Portuguese India(nowIndia)",,n/a,n/a,,,,"CSIR
Global Research Alliance
National Innovation Foundation",Padma VibhushanPadma BhushanPadma ShriG-Files awards,Pranab Mukherjee,,Yes,No
L. K. Advani,2015,PadmaVibhushan,Gujarat,Public Affairs,https://en.wikipedia.org/wiki/L._K._Advani,"Lal Krishna Advani
(1927-11-08)8 November 1927(age 93)
Karachi,Bombay Presidency,British India
(present-daySindh,Pakistan)",(1927-11-08)8 November 1927(age 93),n/a,,n/a,n/a,,Kamla Advani​​(m.1965; died 2016)​,University of Mumbai(LLB),,Padma Vibhushan,Pranab Mukherjee,,No,No
Amitabh Bachchan,2015,PadmaVibhushan,Maharashtra,Arts,https://en.wikipedia.org/wiki/Amitabh_Bachchan,"Amitabh Srivastava[1]
(1942-10-11)11 October 1942(age 79)
Allahabad,United Provinces,British India
(present-dayPrayagraj,Uttar Pradesh, India)",Amitabh Srivastava[1],"(1942-10-11)11 October 1942(age 79)
Allahabad,United Provinces,British India
(present-dayPrayagraj,Uttar Pradesh, India)",,n/a,n/a,Indian,Jaya Bhaduri​(m.1973)​,,,Full List,Pranab Mukherjee,Actorproducersingertelevision presenter,No,No
Parkash Singh Badal,2015,PadmaVibhushan,Punjab,Public Affairs,https://en.wikipedia.org/wiki/Parkash_Singh_Badal,"(1927-12-08)8 December 1927(age 93)
Abul Khurana,Punjab,British India",(1927-12-08)8 December 1927(age 93),"Abul Khurana,Punjab,British India",,n/a,n/a,Indian,Surinder Kaur (1959–2011),,,,Pranab Mukherjee,,No,No
Veerendra Heggade,2015,PadmaVibhushan,Karnataka,Social Work,https://en.wikipedia.org/wiki/Veerendra_Heggade,"(1948-11-25)25 November 1948(age 72)
Bantwal,
Madras Presidency,
British India
(now inKarnataka, India)",(1948-11-25)25 November 1948(age 72),"Bantwal,
Madras Presidency,
British India
(now inKarnataka, India)",,n/a,n/a,,,,,,Pranab Mukherjee,,No,No
Dilip Kumar,2015,PadmaVibhushan,Maharashtra,Arts,https://en.wikipedia.org/wiki/Dilip_Kumar,"Mohammed Yusuf Khan
11 December 1922(1922-12-11)
Peshawar,North-West Frontier Province,British India(present-dayKhyber Pakhtunkhwa,Pakistan)",11 December 1922(1922-12-11),n/a,"7 July 2021(2021-07-07)(aged 98)
Mumbai, Maharashtra, India",7 July 2021(2021-07-07)(aged 98),"Mumbai, Maharashtra, India",Indian,Saira Banu​(m.1966)​Asma Rehman​​(m.1981;div.1983)​,,,Filmfare Award for Best Actor(8 times)Dadasaheb Phalke Award(1994),Pranab Mukherjee,Actorfilm producer,No,No
Rambhadracharya,2015,PadmaVibhushan,Uttar Pradesh,Literature & Education,https://en.wikipedia.org/wiki/Rambhadracharya,"Giridhar Mishra
(1950-01-14)14 January 1950(age 71)
Shandikhurd,Jaunpur district, Uttar Pradesh, India",(1950-01-14)14 January 1950(age 71),n/a,,n/a,n/a,,,,,,Pranab Mukherjee,,No,No
M. R. Srinivasan,2015,PadmaVibhushan,Tamil Nadu,Science & Engineering,https://en.wikipedia.org/wiki/M._R._Srinivasan,"(1930-01-05)5 January 1930(age 91)
Bangalore,British India
Present-dayIndia",(1930-01-05)5 January 1930(age 91),"Bangalore,British India
Present-dayIndia",,n/a,n/a,Indian,,,"Atomic Energy Commission of India
Department of Atomic Energy
International Atomic Energy Agency
Planning Commission","Padma Vibhushan(2015)
Padma Shri(1984)",Pranab Mukherjee,,No,No
Kottayan Katankot Venugopal,2015,PadmaVibhushan,Delhi,Public Affairs,https://en.wikipedia.org/wiki/Kottayan_Katankot_Venugopal,"Kottayan Katankot Venugopal
(1931-09-06)6 September 1931(age 90)
Kanhangad,South Canara,Madras Presidency,British India
(present dayKasaragod,Kerala, India)",(1931-09-06)6 September 1931(age 90),n/a,,n/a,n/a,Indian,Shantha Venugopal,"Raja Lakhamgouda Law College, BelgaumSt. Aloysius College, MangaluruMadras Christian College, Chennai",,Padma Vibhushan(2015)Padma Bhushan(2002),Pranab Mukherjee,Lawyer,No,No
Karim Al Hussaini Aga Khan,2015,PadmaVibhushan,—[C][G],Social Work,https://en.wikipedia.org/wiki/Aga_Khan_IV,"Karim al-Husayn Shah
(1936-12-13)13 December 1936(age 84)
Geneva, Switzerland",(1936-12-13)13 December 1936(age 84),n/a,,n/a,n/a,,,,,,Pranab Mukherjee,"Imam (spiritual leader), philanthropist, businessman",No,No
V. K. Aatre,2016,PadmaVibhushan,Karnataka,Science & Engineering,https://en.wikipedia.org/wiki/V._K._Aatre,"1939
Bangalore,British India",1939,"Bangalore,British India",,n/a,n/a,,,,"Indian Institute of Science
Defence Research and Development Organisation
Naval Physical & Oceanographic Lab","Padma Bhushan
Padma Vibhushan",Pranab Mukherjee,,No,No
Dhirubhai Ambani[x]#,2016,PadmaVibhushan,Maharashtra,Trade & Industry,https://en.wikipedia.org/wiki/Dhirubhai_Ambani,"Dhirajlal Hirachand Ambani
(1932-12-28)28 December 1932
Chorwad,Junagadh State,British India
(present-dayGujarat,India)",(1932-12-28)28 December 1932,n/a,"July 6, 2002(2002-07-06)(aged 69)
Mumbai,Maharashtra,India","July 6, 2002(2002-07-06)(aged 69)","Mumbai,Maharashtra,India",Indian,Kokila Dhirubhai Ambani,,,Padma Vibhushan(2016),Pranab Mukherjee,"Founder ofReliance Industries(RIL)
Founder ofReliance Capital,Reliance Infrastructure&Reliance Power(which were later carved out from RIL)",No,Yes
Girija Devi,2016,PadmaVibhushan,West Bengal,Arts,https://en.wikipedia.org/wiki/Girija_Devi,"8 May 1929
Benares,Benares State,British India",8 May 1929,"Benares,Benares State,British India","24 October 2017 (aged 88)
Kolkata,West Bengal,India",24 October 2017 (aged 88),"Kolkata,West Bengal,India",,,,,,Pranab Mukherjee,,No,No
Avinash Dixit,2016,PadmaVibhushan,—[B],Literature & Education,https://en.wikipedia.org/wiki/Avinash_Dixit,"(1944-08-06)6 August 1944(age 77)
Bombay,Bombay Presidency,British India",(1944-08-06)6 August 1944(age 77),"Bombay,Bombay Presidency,British India",,n/a,n/a,United States,,,,"Padma Vibhushan
John von Neumann Award(2001)",Pranab Mukherjee,,No,No
Jagmohan,2016,PadmaVibhushan,Delhi,Public Affairs,https://en.wikipedia.org/wiki/Jagmohan,"25 September 1927
Hafizabad,Punjab,British India",25 September 1927,"Hafizabad,Punjab,British India","3 May 2021(2021-05-03)(aged 93)
Delhi,India",3 May 2021(2021-05-03)(aged 93),"Delhi,India",,Uma Jagmohan,,,"Padma Vibhushan(2016)
Padma Bhushan(1977)
Padma Shri(1971)",Pranab Mukherjee,,No,No
Yamini Krishnamurthy,2016,PadmaVibhushan,Delhi,Arts,https://en.wikipedia.org/wiki/Yamini_Krishnamurthy,"(1940-12-20)20 December 1940(age 80)
Madanapalli,Madras  Presidency,British India",(1940-12-20)20 December 1940(age 80),"Madanapalli,Madras  Presidency,British India",,n/a,n/a,Indian,,,,"Padma Vibhushan,Padma Bhushan,Padma Shri1980",Pranab Mukherjee,,No,No
Rajinikanth,2016,PadmaVibhushan,Tamil Nadu,Arts,https://en.wikipedia.org/wiki/Rajinikanth,"Shivaji Rao Gaekwad
(1950-12-12)12 December 1950(age 70)[1]
Bangalore,Mysore State, India",(1950-12-12)12 December 1950(age 70)[1],n/a,,n/a,n/a,,Latha Rajinikanth​(m.1981)​,,,"Dadasaheb Phalke Award(2020)[2]
Padma Vibhushan(2016)[3]
Padma Bhushan(2000)
(See full list)",Pranab Mukherjee,Actorfilm producer,No,No
Ramoji Rao,2016,PadmaVibhushan,Andhra Pradesh,Literature & Education,https://en.wikipedia.org/wiki/Ramoji_Rao,"Cherukuri Ramoji Rao
(1936-11-16)16 November 1936(age 84)
Pedaparupudi,Madras Presidency,British India(now inAndhra Pradesh,India)",(1936-11-16)16 November 1936(age 84),n/a,,n/a,n/a,Indian,,,,Padma Vibhushan(2016)[1],Pranab Mukherjee,Businessmanmedia entrepreneur,No,No
Sri Sri Ravi Shankar[k],2016,PadmaVibhushan,Karnataka,Others,https://en.wikipedia.org/wiki/Ravi_Shankar_(spiritual_leader),"Ravi Shankar
(1956-05-13)13 May 1956(age 65)
Papanasam,Madras State(nowTamil Nadu),India",(1956-05-13)13 May 1956(age 65),n/a,,n/a,n/a,Indian,,,,,Pranab Mukherjee,,No,Yes
V. Shanta,2016,PadmaVibhushan,Tamil Nadu,Medicine,https://en.wikipedia.org/wiki/V._Shanta,"(1927-03-11)11 March 1927
Madras,Madras Presidency,British India",(1927-03-11)11 March 1927,"Madras,Madras Presidency,British India","19 January 2021(2021-01-19)(aged 93)
Chennai,Tamil Nadu",19 January 2021(2021-01-19)(aged 93),"Chennai,Tamil Nadu",Indian,,,,Ramon Magsaysay AwardPadma VibhushanPadma BhushanPadma Shri,Pranab Mukherjee,Chairperson ofAdyar Cancer Institute,No,No
Murli Manohar Joshi,2017,PadmaVibhushan,Uttar Pradesh,Public Affairs,https://en.wikipedia.org/wiki/Murli_Manohar_Joshi,"(1934-01-05)5 January 1934(age 87)
Almora,United Provinces,British India(presentUttarakhand, India)",(1934-01-05)5 January 1934(age 87),"Almora,United Provinces,British India(presentUttarakhand, India)",,n/a,n/a,,Tarla Joshi,"University of Allahabad(MSc,PhD)",,Padma Vibhushan(2017),Pranab Mukherjee,,No,No
Sunder Lal Patwa[xi]#,2017,PadmaVibhushan,Madhya Pradesh,Public Affairs,https://en.wikipedia.org/wiki/Sunder_Lal_Patwa,"(1924-11-11)11 November 1924
Kukreshwar,Central Provinces,British India",(1924-11-11)11 November 1924,"Kukreshwar,Central Provinces,British India","28 December 2016(2016-12-28)(aged 92)
Bhopal,Madhya Pradesh,India",28 December 2016(2016-12-28)(aged 92),"Bhopal,Madhya Pradesh,India",,,,,,Pranab Mukherjee,,No,Yes
Sharad Pawar,2017,PadmaVibhushan,Maharashtra,Public Affairs,https://en.wikipedia.org/wiki/Sharad_Pawar,"(1940-12-12)12 December 1940(age 80)[1]
Baramati,Bombay Presidency,British India[1]",(1940-12-12)12 December 1940(age 80)[1],"Baramati,Bombay Presidency,British India[1]",,n/a,n/a,Indian,Pratibha Pawar,"Brihan Maharshtra College of Commerce, Pune[1]",,,Pranab Mukherjee,,No,No
Udupi Ramachandra Rao,2017,PadmaVibhushan,Karnataka,Science & Engineering,https://en.wikipedia.org/wiki/Udupi_Ramachandra_Rao,"(1932-03-10)10 March 1932
Adamaru,South Canara,Madras Presidency,British India
(present-dayUdupi district,Karnataka, India)",(1932-03-10)10 March 1932,"Adamaru,South Canara,Madras Presidency,British India
(present-dayUdupi district,Karnataka, India)","24 July 2017(2017-07-24)(aged 85)
Bengaluru, India",24 July 2017(2017-07-24)(aged 85),"Bengaluru, India",,Yashoda Rao,,"Indian Space Research Organisation
Physical Research Laboratory
Jawaharlal Nehru Planetarium, Bengaluru",Padma Bhushan(1976)Padma Vibhushan(2017),Pranab Mukherjee,,No,No
P. A. Sangma[xii]#,2017,PadmaVibhushan,Meghalaya,Public Affairs,https://en.wikipedia.org/wiki/P._A._Sangma,"Purno Agitok Sangma
(1947-09-01)1 September 1947
Chapahati,Assam,India
(Now inMeghalaya,India)",(1947-09-01)1 September 1947,n/a,"4 March 2016(2016-03-04)(aged 68)
New Delhi,India",4 March 2016(2016-03-04)(aged 68),"New Delhi,India",,Soradini K. (1973–2016),Dibrugarh University,,,Pranab Mukherjee,,No,Yes
Jaggi Vasudev,2017,PadmaVibhushan,Tamil Nadu,Others,https://en.wikipedia.org/wiki/Jaggi_Vasudev,"(1957-09-03)3 September 1957(age 64)
Mysore,Mysore State,  India",(1957-09-03)3 September 1957(age 64),"Mysore,Mysore State,  India",,n/a,n/a,Indian,Vijaya Kumari​​(m.1984; death 1997)​[1],,,,Pranab Mukherjee,,No,No
